t,obs.shoulder_pan.pos,obs.shoulder_lift.pos,obs.elbow_flex.pos,obs.wrist_flex.pos,obs.wrist_roll.pos,obs.gripper.pos,cmd.shoulder_pan.pos,cmd.shoulder_lift.pos,cmd.elbow_flex.pos,cmd.wrist_flex.pos,cmd.wrist_roll.pos,cmd.gripper.pos,act.ee.x,act.ee.y,act.ee.z,act.ee.wx,act.ee.wy,act.ee.wz,act.ee.gripper_pos
28.3802,-2.462,-58.418,82.725,-94.374,-156.791,3.652,-3.835,-58.121,81.014,-95.0,-157.211,4.263,0.0311,0.0043,0.2822,-0.4945,-0.0631,2.913,4.2627
28.4134,-2.11,-58.242,82.725,-94.374,-156.791,3.519,-1.909,-59.363,82.534,-95.0,-157.211,3.713,0.0348,0.0023,0.2782,-0.5297,-0.0554,2.845,3.7129
28.4577,-2.549,-58.242,82.725,-94.374,-156.791,3.785,-3.521,-57.027,79.724,-95.0,-157.211,4.305,0.033,0.0017,0.2856,-0.4493,-0.0532,2.9384,4.3046
28.4806,-2.901,-58.505,82.901,-94.374,-156.791,3.851,-1.743,-59.088,82.289,-95.0,-157.211,3.522,0.025,-0.0016,0.2795,-0.4935,-0.0889,2.8988,3.522
28.5138,-3.165,-58.505,83.077,-94.374,-156.791,3.984,-0.297,-58.953,81.653,-95.0,-157.211,3.004,0.0354,-0.0074,0.281,-0.5213,-0.0634,2.9002,3.0042
28.5579,-2.901,-58.418,83.077,-94.374,-156.791,3.785,-1.536,-58.876,82.022,-95.0,-157.211,4.002,0.0301,-0.0018,0.2802,-0.4894,-0.064,2.8907,4.0024
28.5805,-1.846,-58.505,83.077,-94.374,-156.791,3.386,-3.866,-57.575,79.847,-95.0,-157.211,4.293,0.0264,0.0034,0.2846,-0.5213,-0.0625,2.9184,4.2925
28.614,-1.319,-58.505,83.077,-94.374,-156.791,3.652,-3.114,-59.647,82.527,-95.0,-157.211,4.312,0.0322,0.0017,0.2779,-0.5778,-0.0769,2.8957,4.3123
28.6581,-2.374,-58.242,82.813,-94.374,-156.791,3.984,-3.664,-59.109,82.765,-95.0,-157.211,3.547,0.0298,0.0034,0.2783,-0.4836,-0.0387,2.9165,3.547
28.6807,-2.813,-58.154,82.462,-94.374,-156.791,3.984,-3.721,-60.308,84.181,-95.0,-157.211,3.947,0.0288,0.0006,0.2746,-0.5345,-0.0523,2.9465,3.947
28.7141,-3.341,-58.593,82.901,-94.374,-156.791,3.851,-1.423,-58.152,80.84,-95.0,-157.211,4.12,0.0141,-0.0007,0.283,-0.4925,-0.0336,2.8688,4.1201
28.7586,-3.516,-59.209,84.132,-94.374,-156.791,3.851,-4.114,-58.443,81.506,-95.0,-157.211,3.698,0.0348,0.0035,0.2819,-0.4767,-0.0463,2.9402,3.6977
28.7809,-2.989,-59.121,84.396,-94.374,-156.791,3.984,-3.062,-58.859,81.925,-95.0,-157.211,4.634,0.0405,0.0021,0.2808,-0.4904,-0.0564,2.9082,4.6342
28.8143,-2.11,-58.769,83.78,-94.374,-156.791,3.851,-4.015,-59.286,82.875,-95.0,-157.211,4.51,0.0238,0.0007,0.2784,-0.49,-0.041,2.9639,4.5101
28.8595,-2.286,-58.769,83.604,-94.374,-156.791,3.984,-3.411,-58.405,81.195,-95.0,-157.211,3.895,0.0372,0.0022,0.2819,-0.513,-0.0292,2.9126,3.8951
28.8812,-3.077,-58.769,83.692,-94.374,-156.791,4.183,-4.098,-57.967,80.201,-95.0,-157.211,4.2,0.0287,0.0056,0.2838,-0.5368,-0.0683,2.9044,4.2002
28.9146,-3.516,-58.505,83.516,-94.374,-156.791,3.984,-3.711,-59.643,83.248,-95.0,-157.211,4.399,0.0344,0.0043,0.2772,-0.5053,-0.0527,2.9093,4.3993
28.9481,-3.78,-58.33,82.989,-94.374,-156.791,4.05,-3.662,-58.932,82.318,-95.0,-157.211,3.713,0.0337,0.0034,0.2794,-0.4863,-0.0642,2.9238,3.7134
28.9928,-3.78,-58.593,83.253,-94.374,-156.791,4.117,-1.812,-60.274,84.136,-95.0,-157.211,4.122,0.0351,-0.0018,0.2756,-0.4984,-0.037,2.9008,4.122
29.0149,-3.692,-58.857,83.692,-94.374,-156.791,3.984,-1.452,-58.768,81.822,-95.0,-157.211,5.364,0.0299,-0.0022,0.2812,-0.4725,-0.0688,2.8968,5.3636
29.0483,-3.165,-59.121,83.868,-94.374,-156.791,4.05,-3.212,-58.956,82.585,-95.0,-157.211,5.223,0.0321,0.0009,0.2798,-0.4559,-0.0037,2.9301,5.2226
29.0974,-2.286,-59.385,84.308,-94.374,-156.791,4.582,-2.308,-59.025,82.063,-95.0,-157.211,5.7,0.0316,-0.0005,0.2805,-0.4935,-0.0772,2.9055,5.6996
29.5458,-2.462,-59.121,83.956,-94.374,-156.791,5.511,-0.599,-50.202,75.891,-95.0,-157.211,2.183,0.1168,0.0038,0.302,0.2386,0.0464,2.8083,2.1832
29.5687,-2.462,-59.121,83.956,-94.374,-156.791,5.511,-1.405,-49.576,74.723,-95.0,-157.211,1.267,0.1009,0.0025,0.3045,0.2246,0.057,2.8592,1.2667
29.6016,-2.11,-58.242,83.516,-94.374,-156.791,4.914,0.788,-50.38,75.529,-95.0,-157.211,1.692,0.0992,-0.0022,0.3022,0.1839,0.0775,2.8174,1.6919
29.6459,-1.407,-56.044,81.407,-94.374,-156.791,3.453,-0.541,-50.645,75.221,-95.0,-155.647,0.236,0.0946,0.0038,0.3012,0.1028,0.0546,2.7806,0.2357
29.6684,-0.791,-53.319,79.297,-94.374,-156.703,2.457,1.781,-49.463,73.122,-95.0,-157.211,0.476,0.0742,-0.0033,0.3051,0.095,0.0169,2.789,0.476
29.7019,-0.176,-51.824,78.505,-94.462,-156.352,1.594,-0.722,-51.259,76.345,-95.0,-155.316,0.97,0.0918,0.0041,0.2973,0.0899,0.0537,2.7779,0.9695
29.7461,0.0,-50.945,78.154,-94.462,-156.264,1.262,-0.246,-50.383,74.278,-95.0,-157.211,1.549,0.0773,0.002,0.301,0.0327,0.0267,2.8143,1.5487
29.7686,0.527,-50.945,77.626,-94.286,-156.352,1.262,-1.38,-50.726,74.524,-95.0,-156.43,-0.659,0.0801,0.006,0.2998,-0.0053,0.0108,2.8068,-0.6587
29.8026,0.176,-50.945,77.538,-94.374,-156.0,1.262,0.876,-52.328,76.08,-95.0,-157.211,0.386,0.0693,-0.0012,0.2945,-0.1281,-0.0135,2.8001,0.3864
29.8466,-0.44,-50.945,77.275,-94.374,-156.264,0.93,0.468,-51.223,74.763,-95.0,-156.76,0.536,0.0814,0.0018,0.2983,-0.0633,-0.0273,2.7797,0.5359
29.8692,-0.703,-51.385,77.275,-94.374,-156.703,0.531,-1.646,-51.901,75.459,-95.0,-153.647,1.288,0.0771,0.0068,0.2961,-0.117,0.0107,2.7647,1.2879
29.9024,-0.088,-51.56,77.275,-94.374,-156.615,0.664,0.885,-51.998,75.316,-95.0,-156.295,1.391,0.0711,0.0007,0.2961,-0.1381,-0.0319,2.7635,1.3905
29.9469,-0.264,-51.473,77.275,-94.374,-156.0,0.863,1.774,-52.923,76.697,-95.0,-157.211,1.123,0.0628,-0.0049,0.2927,-0.1643,-0.0143,2.8045,1.1227
29.9693,-0.703,-51.473,77.275,-94.374,-155.473,1.062,1.792,-53.511,77.603,-95.0,-157.211,0.671,0.0614,-0.005,0.2906,-0.1764,0.0074,2.8014,0.6712
